text,label
whose opening sparked a near-riot,assumption
"This time around, they made the usual pledge to triple the volume of trade between the two countries from the current figure of $33bn to $100bn by the end of this decade",anecdote
"""Childhood is losing its commons.""",testimony
"As for the North Korean regime itself, it flatly denies any involvement while at the same time issuing threats against the US that are even more blood curdling than the one issued by the ""Guardians of Peace""",assumption
"In these areas, the group started providing the poor in slum areas with protection and social services for a fee",assumption
"The problem is that this system is hundreds of years old, implicates most everyone, and has only become more entrenched in the last several decades",assumption
That Hillary Clinton was the enabler of his clueless foreign policy is a serious problem for the former first lady,assumption
"This attack was thus also an attack on the French nation as a whole, on the values and beliefs that have sustained it, and on the message of liberty, equality and fraternity it has unevenly but persistently propagated",assumption
"Today, Obama's well-honed political tactics of dividing and conquering-- so essential to electing a virtual nobody to the Oval Office-- have come asunder",assumption
"Are you aware that, in a significant percentage of the remaining cases, there's no effective treatment",other
"These are people who feel like they're already taxed enough, that the government is over-bearing in their lives, that religion has been stripped from every aspect of civil society, and that the president is misguided in his gutting of their military",assumption
"In their place a more generous, positive and compassionate country will emerge",assumption
"At Lima, we need governments to make sure that the direction is right",assumption
"Knowing that God always meets my messes with his mercy, my failures with his forgiveness, and my guilt with his grace, helps me survive my daily disappointments with me",assumption
"We - not just Muslim society, but our societies - are accountable",assumption
the federal government cannot interfere with our personal choices by writing any law it wants,assumption
"In recent months they have sacked entire towns and villages, and are now masters over 20,000 square miles of territory",anecdote
No hashtag campaign was necessary to assure white people that the rest of the world will ride with them to keep them safe,common-ground
"In more high profile cases, the witnesses face death threats",assumption
"As part of the wider counterterrorism effort, the government also began a huge crackdo wn on the Somali and Muslim communities especially in Nairobi, parts of Northern Kenya and coastal Kenya",assumption
out of touch liberal Hollywood is with mainstream American taste?,assumption
Lack of capacity for a governance vision that would make optimum use of international aid was also a defect of the previous leadership,assumption
"which plunged the island into a five-year economic tailspin, contracted its GDP by 30 to 45 percent, and precipitated a number of changes to Cuban policy and law",assumption
Give some amount (no matter how small) to the charity you care most about,assumption
...,no-unit
the professor ordered a takeout meal of shredded chicken with spicy garlic sauce and three other dishes,anecdote
The attitude echoes what Miller articulated about Kyle in her Salon piece,assumption
"Much of that good will and almost all of the ""hope,"" that this president could or would be different, is gone",assumption
It may be time for more flexible red lines,assumption
Last August he ruminated on the way they sucked the oxygen out of the last campaign (and poured a good deal of it into the Lib Dems' camp),assumption
You can even get teargassed in the Tough Mudder,assumption
Have you ever thought of a career as a stock photography model?,anecdote
"Until now, Lebanese hosting of the refugees is characterised by neither generosity nor enmity, but by a passive acceptance of fate",assumption
One must assume the Arctic region would be no different,assumption
"""It has been brought to the administration's attention that Gideons may be near our campus to distribute literature to our students,"" Stillo wrote in a memo to the school's staff",testimony
"As Hillenbrand tells it in her book, Louis came home, poured his alcohol down the drain, threw out his cigarettes, was reconciled to his wife and became a new man because, he said, he had asked Jesus Christ to be his savior",testimony
Congress must act to limit the damage inherent in this Havana Giveaway,assumption
The same spin that previously flattered the company is now directed without mercy against the politicians instead,assumption
and,no-unit
"taking out those two ""bust"" decades, oil countries have outperformed their peers over the past 70 years",assumption
it took place at a fraternity party,anecdote
Moscow's latest tests of intercontinental missiles and its parading of nuclear capable strategic bombers have rightly prompted international concern,assumption
while the prime minister would rate as middleweight at most,assumption
"Congressman Doug Collins, a Republican lawmaker from Georgia, whose district includes the area where the training session took place, fired off a letter to Col  Fivecoat expressing his concerns in the matter",anecdote
The photos of 40 of the world's government leaders marching arm-in-arm along a Paris boulevard on Sunday with the president of the United States not among them was a provocative image that has fomented much debate,assumption
It is a scar on our collective soul,testimony
"""Our first through fourth grade concert as well as our kindergarten concert will not include a visit from Santa Claus this year.""",testimony
Anxious Britain will find no succour in a TV election debate.,title
 experience would indicate that Taylor ignores his detractors at the very opposite of his peril,assumption
Southern Baptist Convention President: The spiritual state of our union.,title
but,no-unit
"Under Missouri law, people can defend themselves with deadly force if they have a ""reasonable belief"" they need to use it to protect themselves against serious injury or death",common-ground
"the more a police department reflects the composition of the local population, the higher the department's reputation among residents",assumption
because blacks report violent crimes at higher rates,assumption
That's possible,assumption
But it's stereotypes in mass market entertainment - and particularly in movies aimed at children - that can be most dangerous,assumption
"For too long, the bodies of poor and vulnerable communities have been exploited to serve the medical fetishes of big pharmaceutical companies, research institutions and Western governments",assumption
just like,no-unit
when 73 percent of American children lived in traditional families,statistics
the country is in turmoil over Vietnam and civil rights,anecdote
"After public outcry over the killing of Muslim cleric Ibrahim ""Rogo"" Omar, the government set up a task force to investigate his murder",anecdote
"(let them laugh for now, they'll see soon enough",assumption
However,no-unit
"Unethical drug testing must be matched with harsh punishment, now and after Ebola",assumption
That complaint led to a story on the Huffington Post,anecdote
"to do so, the country first and foremost had to ""improve the investment climate.""",assumption
This is right and good,assumption
Exactly what country are we living in?,assumption
Leaders should inspire others to follow examples of people who have succeeded in life,assumption
"To better understand the Founder's intent for this precious right, we must return to the actual text of the 1786 statute",assumption
"Adivasis, who account for almost 20 percent of Assam's voters, ditched the Congress Party in this year's parliamentary elections and supported the BJP giving the party seven seats compared to four in 2009",anecdote
"By contrast, only 37 percent of whites agreed",statistics
extremism rose,assumption
"The US is not, therefore, leaving Afghanistan in the abrupt manner than it left Iraq in 2011",assumption
That is what makes the whole difference between France and Bolivia,assumption
the government is actively looking outside the country for investment,assumption
"Wouldn't it be easier, safer, to let this one go?",assumption
you're on a date with a diabetic,assumption
Few Poles were taken in during those postwar years of Soviet oppression,assumption
That was the boom-time option,assumption
there is room for optimism,assumption
 there was no mention of a possible revision of the government's social policies to address the problems in the marginalised zones; no announcement of a reflection on a possible serious debate to propose a new approach to address all the socioeconomic ills affecting them,anecdote
"Not only was the heating broken in the village hall they slept in last night, but the windows of the bus have all had to be kept open",anecdote
but,no-unit
which has taken responsibility for security in many provinces since the start of the security transition in 2012,anecdote
Abstract sentiments,no-unit
"In a case brought by three sex workers, the Supreme Court of Canada, in December 2013, struck down three provisions of the Canadian prostitution law",anecdote
" like with Anders Breivik in Norway, the perpetrators turn out not to be linked to Islamist groups",assumption
smoke fuelled by the appetites of those,no-unit
It was ugly,assumption
One of us is pro-choice and the other is pro-life,anecdote
but,no-unit
"when 200 schoolgirls in Nigeria were abducted, yet to return home",anecdote
"The recent news serves as an indication that Riyadh has finally come to terms with a Shia-led government in Baghdad, and is now seeking a presence in Iraq to influence developments there on an official, bilateral level",assumption
He notes that the AfD manages to score with a xenophobic discourse especially in the east of Germany,testimony
"the senator's saying,""Even if we knew, we didn't know.""",anecdote
No word on why he gave the go-ahead to give the loan to the National Front,assumption
"""These cupcakes are bae"", I read in a Facebook post attached to a picture of a delicious-looking dessert not many months later",anecdote
While the FBI crime numbers show blacks to have a 40 percent higher violent crime rate,statistics
the props and sets left behind from both shoots remain a tourist draw to this day,anecdote
"The fortunate few that do indeed make the grade will then embark on a challenging, yet rewarding journey to become a qualified submariner",assumption
That act of cyberterrorism also served as a warning to other media outfits that might take on North Korea,assumption
"The organizers shamelessly responded in a written handout to the rhetorical question:""Why did we create this exhibition on the Nakba?""",anecdote
"The state has to play a far more dynamic role than Labour envisages or the coalition provides, to ensure that what does us good, at a price we can afford, becomes the established framework for a healthy life",assumption
did we ask how he feels about the new cartoon and do we care to listen to the answer?,assumption
whose bathbathwaterkitchen sink plotting - and its makeover job on Dorset - suggest similarly transatlantic influences and ambitions,assumption
"After Gaddafi's overthrow, Turkey - a NATO member - allegedly helped Belhaj to meet with leaders of the so-called ""Free Syrian Army"" in Istanbul and along the Syrian-Turkish border",assumption
"new, post-1989 migrants, who are economic rather than political refugees, have closer personal ties to the island",assumption
"My own experience suggests that ""freedom"" of this sort has been used by some pro-Zionist and pro-Israeli organisations to discredit and deter and criticism of Israel, and especially of Israeli state crimes victimising the Palestinian people",anecdote
Ofcom needs to have a word with itself,assumption
"I wish I was writing the article,""Meet the College Fraternity Brothers Who Are Starting a Revolution Against Campus Sexual Assault,""",anecdote
translated into English,no-unit
it's not you who's been rude,assumption
"the new logic goes, terrorists will certainly be punished and tragedies like Peshawar will never happen again",assumption
His name is Ben Edelman,assumption
"Adds Scott Foundas at Variety:""Chris Kyle saw the world in clearly demarcated terms of good and evil, and American Sniper suggests that such dichromatism may have been key to both his success and survival; on the battlefield, doubt is akin to death.""",testimony
"since John F Kennedy, no president has challenged the CIA",assumption
"""The Interview"" will not be coming to a Cineplex near you on Christmas Day",assumption
"the kneejerk reaction to a hefty politician is always, inevitably, to insult his body",assumption
"that western liberalism gave rise to modern states committed to freedom, democracy, and the rule of law",assumption
"because, as author Thomas Sowell has noted,""What matters today is how well you can concoct a story that fits people's preconceptions and arouses their emotions. Politicians like New York Mayor Bill de Blasio, professional demagogues like Al Sharpton and innumerable irresponsible people in the media have shown that they have great talent in promoting a lynch mob.""",testimony
There is no football coach or athletic counselor for these kids,assumption
"The emergence of ""ghost ships"", the latest gruesome tactic to come out of a conflict that has also put the ""barrel bomb"" into the popular lexicon, may force a much needed revaluation on the strategy of Europe's response",assumption
"Circle's obligations included paying down a debt of? 40m, accrued over just three years, within the next 10",assumption
And that's what life is like,assumption
So Catholics needn't breed like rabbits. Then let's drop the contraception con.,title
"as a consequence it was turned into a free fire zone by the invading forces, despite the fact that the invaders knew that thousands of civilians also lived in the densely populated community",anecdote
"he did not, nor did Bill Maher, pause to take note of those powerful forces in the West",anecdote
"austerity programs intended to restore solvency have forced massive government spending cuts and tax increases in Spain, Greece and other Mediterranean states",assumption
"Yes, I had worries about being caught but, as far as I can remember, there was no guilt whatsoever",anecdote
2015: Will America continue its slow march toward destruction of liberty?,title
that members of a modern society must learn to live with the extremes of cultural freedom,assumption
it's that we don't want to know,assumption
If,no-unit
But,no-unit
"And then there's the White House's so-called solution to the cybersecurity problem, which they unveiled earlier this week",anecdote
The new state of the nation findings offer an important reason why we might find more confidence in Britain's ability to handle the immigration and identity debates,assumption
"Texas, California, Arizona, and Nevada offered large giveaways in incentive subsidies",anecdote
"Instead of Hollywood values and priorities holding sway in the state, northern California's tech-powered financial and cultural strength may finally have a chance to drive the state's politics",assumption
On the one hand,no-unit
They are the lucky ones; the ones who made it,assumption
Still,no-unit
"Everywhere they have chosen the garbage disposal unit.""",testimony
and,no-unit
It is incredible that Merlin Entertainments should consider Coca-Cola a suitable sponsor for the London Eye,assumption
After all,no-unit
and,no-unit
There was a confidence and optimism I think our party would do well to repair to,testimony
"""A Love Supreme"" is widely recognised as John Coltrane's masterwork, and a milestone recording in the history of jazz",assumption
"The demonization of Israel, and the inequality of the self- determination of the Jewish people, by way of the United Nations have one painfully obvious purpose: the end of the Jewish state",assumption
I live in a largely Turkish part of north London famed for its grand parade of grill restaurants,anecdote
"As Marshallese nuclear survivor Lemeyo Abon told the UN Human Rights Council in 2012:""After the [US] testing programme we've had to create new words to describe the creatures we give birth to.""",testimony
With a recent Vatican synod appearing to undermine Church teaching on controversial issues,no-unit
Political climate,no-unit
"we don' t learn from history because""our studies are brief and prejudiced.""",testimony
Director Angelina Jolie attempts to put some flesh on the bones at the end of the film with some still shots and words that tell us that Zamperini's faith led him to return to Japan on a personal mission of reconciliation,anecdote
He was shot six times within two seconds of police officers ramming the vehicle in which he was travelling,anecdote
but,no-unit
I didn't know better,assumption
"Rutgers professor and writer Brittney Cooper wrote at the time,""To organize a movement around the reclamation of a term is in and of itself an act of white privilege.""",testimony
"The Iranian strategy is focused on building a new political model in the region - one that relies on Iran's ""centrality"" through which it can exercise power and influence both on the regional and international levels",assumption
being on the edge,assumption
"the current and more modest plans to build up defenses, could be adapted",assumption
it is worth remembering that France is not the only country whose media professionals are targeted,assumption
(You can see the photos on my website,testimony
"Following the inauguration of President Ashraf Ghani and Chief Executive Officer (CEO) Abdullah Abdullah, the BSA was immediately signed, approved by an overwhelming majority of Afghan Members of Parliament",anecdote
and,no-unit
we want to have a major intelligence effort,assumption
"FILE -- Nov  14, 2014: Peggy Young, of Lorton, Va , with her daughter Triniti, 7, in Washington",no-unit
but,no-unit
"On college campuses date rape involves issues of consent and sobriety; of women who feel that they don't have the ability to consent or not; of alcohol and drugs like ""roofies"" used as excuses and no specific profile of the typical rapist",assumption
"So, from the off, the Conservatives have done everything in their power to prevent TV debates from happening at this election",assumption
"""Nonpublic data"" is the government's language referring to the content of the emails, text messages, telephone calls, bank statements, utility bills and credit card bills of nearly every innocent person in America -- including members of Congress, federal judges, public officials and law enforcement officials",assumption
A fully referenced version of this article can be found at Monbiot.com,other
ISIS did in Iraq and Phoenix did for the VA in 2014,assumption
Zero suicides is an admirable aim but it requires all-out change.,title
 there is a rule in foreign policy like the one in medicine,assumption
We're all porn stars now,assumption
You can't control the world,assumption
"who had known success and adulation when they were young, and who missed those days",anecdote
if,no-unit
The magazine asked 53 historians to weigh in on Barack Obama's legacy and how they think he will be measured 20 years from now,anecdote
"But we do know that until the Senate report was released, the Obama administration took the position that every detail of an individual detainee's torture in CIA custody was top secret- including former CIA prisoners' memories of their own treatment, the locations of black sites and the names of all the witnesses",assumption
"for it to be effective, both at the state and societal level,",no-unit
It's time to close this loophole,assumption
Tarnished credibility,no-unit
That was 50 years and nine presidents ago,common-ground
as evident from a Wikileaks cable where King Abdullah expressed his personal dislike of Maliki in a meeting with US officials,assumption
The Kenyan government has accused some of the clerics who were killed of recruiting Muslim youth for terrorism activities through their mosques,testimony
Engaging young men in the cause of stopping gender based violence will bring with it lasting impact on healthy relationships,assumption
"what I had not initially realised was that Clooney had co-authored an article for the Huffington Post website with Mark Wassouf, who also represents Fahmy, published on Sunday 4 January",anecdote
an empty podium would not look good,assumption
"Can you stop using these three labels in 2015: 'Poor people,' 'date rape' and 'victim'.",title
Instead,no-unit
The most secular generals of the Pakistani army have been happy to support some versions of Taliban as well as to benefit financially and politically by supporting the US war in the region,assumption
and,no-unit
Moreover,no-unit
"The men were seized from a hotel and given long jail sentences on charges of abetting terrorists, spreading false news and endangering national security",anecdote
as they were in Scotland,assumption
Other innovations that could bring down costs without sacrificing quality might be a restructure of the system to standardise first-year curriculums,assumption
After all,no-unit
I decided that I'm just not going to fight the Christmas war,anecdote
Among the rumoured sites that were hit were areas of Damascus International Airport,anecdote
and,no-unit
"In a letter to Secretary General Ban Ki-moon, Syria's foreign ministry claimed the bombing happened to distract from the break up of Netanyahu's coalition",testimony
Islam never began with jihad (a holy war),assumption
"We expected to find an answer to this question in Prime Minister Manuel Valls's speech at the National Assembly in which he outlined ""exceptional"" measures to be taken",anecdote
"According to the SSCI report, the FBI actually obtained that information from Zubaydah through legal interrogation techniques between March and June 2002, and provided it to the CIA months before he was ever subjected to waterboarding or any other torture techniques",testimony
"""We didn't get anywhere because of the Tories,"" says one source, an account that is again corroborated by others",testimony
"Extreme voices from within the state, and French civil society, looked to the three terrorists as representatives of the nation's 3 to 6 million Frenchmen and women",assumption
That would re-price labor to attract investment and jobs,assumption
One major tactic used by violent men is to control the household finances,assumption
" most journalists have lived a lie for years, as have many in the arts, academia and comedy",assumption
Auschwitz may have been liberated at the end of January 1945,anecdote
"a body, once immortalised by science, will feel grateful for this afterlife, yet mortified by their legacy",assumption
whose party dominates the PA and includes Abbas,assumption
Saudi Arabia is Britain's trusted partner and ally,assumption
"He stole their land, homes, bank accounts, possessions and businesses",assumption
If,no-unit
"She also said,""I never really followed politics that much... why should the younger generation be interested in politics?""",testimony
While,no-unit
you might judge him to be rich already,assumption
It is up to Ukrainians to complete their unfinished post-1989 revolution,assumption
you'd go for the ambulance,assumption
Hasn't every member of the government taken an oath to uphold the Constitution?,common-ground
So,no-unit
while his Palestinian Authority actively curtails them,assumption
we dared,assumption
Without some degree of consistency it is difficult to consider clearly the societal choice at stake,assumption
"The proposal also calls for ending the plastic surgery coverage, according to the Buffalo News",testimony
But,no-unit
" the workbook in question has another vocabulary lesson with words used in a passage about India's three great beliefs (Hinduism, Jainism, Buddhism)",testimony
Muslim and French,no-unit
"CIA officers responded that ""all major players are in concurrence that [Abu Zubaydah] should remain incommunicado for the rest of his life""",testimony
future economic prospects in the region look bleak,assumption
"By April 20, 2002, the anti-war protest in Washington drew over 150,000",statistics
millions poured over the borders to Iran and Pakistan as refugees,anecdote
First,no-unit
he is successful,assumption
"He said the person who filed the complained ""exploited"" the chaplain's ""vulnerability.""",testimony
"Current Iranian discourse - political and cultural - revolves around advancing the view of superiority of the Iranian race, Shia Islam, and Iranian culture",assumption
"The Paris unity march shows we must protect freedom of expression, not curtail it further.",title
while,no-unit
"""If",no-unit
A desire for religious liberty was the catalyst for the beginning of our nation,assumption
but,no-unit
"Everything changes - globalisation, wealth, work, wages, war, and the state",assumption
"This day is based on the anniversary of the 1786 passage of the Virginia Statute for Religious Freedom, originally authored by Thomas Jefferson",anecdote
Yet,no-unit
" in what has been by far the most unprecedented year of crackdowns, Azerbaijan continues to maintain a steady relationship with Europe and the image of a transforming country, young and rich, and eager to spend so long as its critics keep quiet",assumption
It is now up to Iraq's government whether the country will pay these troops as part of the first National Guard units in the forthcoming 2015 budget,assumption
"It is in direct confrontation with the West on a vision about the world order, on Ukraine, on Syria and on a great many other large and not-so-large issues",assumption
"China is, for instance, one of the world's largest economies, a direct neighbour of Afghanistan, and a significant investor there",anecdote
"For years, film-makers in America were trapped by the motion picture production code",assumption
" think of it as going for a drink or to a gallery or whatever, and there being someone else there",assumption
which aims to to reinforce the image of Uruguay as a peacemaker and international reference for humanitarian issues,assumption
"Suddenly, a jet plane soars into the sky with a deafening thunder",anecdote
But that reform must be done lawfully and in accordance with the Constitution,assumption
 both sides - donors and the Afghan government - went on for a decade playing a futile blame game,assumption
And not always just our own,no-unit
"European liberals might try to be true to their principles and ally with dissidents, liberals, leftists and free thinkers within Muslim communities",assumption
Indeed,no-unit
"""Come back in two weeks' time,"" said Adeel over the phone",testimony
"Writing on European Jews, this quote comes not from a propagandist in Nazi Germany, but rather from Voltaire, the 18th century French philosopher whose name has been invoked frequently in recent days as a historic champion of the freedom of expression",assumption
and,no-unit
It was not all that unusual,assumption
Finally we worked through the joint committee in parliament for more than two years to develop a consensus on the law and defuse the opposition of conservatives,anecdote
Low-cost food and medical progress have ensured longer lives,assumption
"Because it is ordinary people living in flood and drought prone areas, dependent for their livelihoods on fishing, farming and forests, or living in cities engulfed by pollution or in housing that cannot protect them from storms or heat waves, who are bearing the brunt of our experiment with the world's climate",assumption
That's flirting!,testimony
or,no-unit
Marriage is hard,assumption
"Today the Belgian justice minister announced that Van Den Bleeken would not be euthanised after all, amid reports that the prisoner had changed his mind",anecdote
If,no-unit
and,no-unit
"Having seen the US invasions of Iraq and Afghanistan, as well as the popular rebellion against Libya's Gaddafi that was indirectly assisted by western might, North Korean decision-makers have every reason to want to continue to advance their nuclear weapons potential",assumption
"""The fact that one person in the class was offended changes nothing.""",testimony
"Christmas should begin, not end, at home",assumption
"The current owner of the bank, Roman Popov, used to work there",anecdote
Five percent have no parents at home,statistics
 even vegans are welcome,assumption
The issue is valid,assumption
that's weak protection,assumption
But it did at least feature Olivia Colman weeping her way through some horrible intercourse: a dash of Peep Show in an hour of wacky trash,assumption
In 1988 that distortion was rationalized as a smart box office decision to offer white heroes to white audiences,anecdote
Bodos floated a political party called Bodoland People's Front (BPF) to administer BTAD,anecdote
for,no-unit
"Ten years later, now with the Times on the verge of collapse, forced retirements, layoffs and plunging ad revenue, the facts are teaching a lesson in irony and hypocrisy to Ms  Dowd and everyone else at the Times who jettisoned the truth to soothe jealousies and pander to politics",assumption
" perhaps it is about time to engage in a substantive debate on the ""war against terrorism"" revived by the West and the ""international community"", in the aftermath of the expansion of ISIL",assumption
"It's only a bargain if it is truly something you want or need, and are able to get it at a deep discount",assumption
Then again,no-unit
She is hardly beyond reproach,assumption
And,no-unit
Qatar has also made solar energy agreements with major renewable energy companies as part of its commitments to the Solar GCC alliance,anecdote
" with few exceptions, most exporters are in better shape to weather the storm",assumption
average income loss since 2010 is? 33 a week,statistics
Much more detail is still to emerge,assumption
but,no-unit
"it once shaped Muslims into a successful global community - an ""ummah"" of purpose - with a few core beliefs, values and deeds for the good of all",assumption
"The Stalinists emphasised how many Poles had died there to distract attention from their own crimes against the Polish people, both following the Red Army's unprovoked invasion in 1939 under the Molotov-Ribbentrop pact, and its brutal occupation from 1944",assumption
"The city's creaking transport system must be upgraded, with Crossrail 2 and other new infrastructure built",assumption
"which provides a comprehensive and community-wide solution to adolescent bullying in schools, summer camps, faith-based organizations, and other places where bullying can be prevalent",other
But mainly it will just confirm the prejudices of those who were never going to vote Conservative anyway,assumption
The chancellor is the heavyweight contender,assumption
Only a regional and international effort of significance can manage such a scale,assumption
it would be a totally counterproductive effort,assumption
"who, when the radical nuns are talking, have always been able to point out their status as rebels and dissenters ignoring Church teaching",assumption
we all agree that there must be a response to these atrocities,assumption
Many an aficionado came to jazz through that classic album- a 32-minute-long composition organised around a four-note bass routine,assumption
it can convince you to take on the next great challenge in your life,assumption
This modus vivendi over Iraq will hinge on the future of the ongoing nuclear negotiations and the Syrian civil war,assumption
all actors have contributed to the escalation of tensions in the area,assumption
"""We pass historic VA reforms through Congress, and all we got was a lousy ICARE lapel pin.""",testimony
Cock shots,no-unit
"Did the milk and cookies violate the school's ""Let's Move"" food rules?",assumption
"while we live in a society that doesn't know how to deal with it, and perhaps does not want to deal with it, we cannot expect people to talk openly about such private matters",assumption
While,no-unit
"In this environment, a SYRIZA victory would mean two very important things; the return of the power to decide to a democratically elected government and the restoration of inclusiveness and national sovereignty and the opening of a new chapter in European politics",assumption
"Following the reports of Iranian aircraft attacking ISIL targets last week, Iranian and US officials issued statements to emphasise that they are not coordinating their air strikes",testimony
he made his name as lord mayor of Brisbane,anecdote
His telegraphed withdrawals have pulled us out of conflicts before they're resolved,assumption
I dislike pomposity about mainstream musical tastes,assumption
Heartbreaking failures,no-unit
.',no-unit
However,no-unit
Far from,no-unit
and,no-unit
"Fear of radical Islam is not only driving support for the National Front in France and Ukip here, but providing an excuse for more attacks on civil liberties, including, despite David Cameron's pious words after Charlie Hebdo, attacks on freedom of speech",assumption
While,no-unit
Your continuing to hold will be taken as consent for your name to be used,assumption
"On December 3, the Argentinean Senate approved tax incentives for the generation of electricity from renewable energy sources",anecdote
"which can provide a foundation to build further trust, coupled with other needed reforms",assumption
"On September 21, 2002, his interrogators sent a cable describing Najjar as ""clearly a broken man"" and ""on the verge of complete breakdown""",testimony
"To come from a broken home, abandoned by his father as an infant, to be raised by grandparents from the Midwest and to achieve, as a black man, the highest office in the land is inspirational",assumption
and,no-unit
"While it is true that the particular process that led to Circle assuming control of Hinchingbrooke hospital predates the Lansley reforms, tracing back to earlier New Labour flirtations with privatisation",anecdote
as if that might fix what are largely personal troubles,assumption
"Even now, the newspaper that published the cartoons must boost security",assumption
If,no-unit
"The ""deal"" does not match the law",assumption
"In Lima, we expect scientists, business people and investors, city mayors, faith leaders and civil society organisations from all over the world to be calling for more ambitious climate action",assumption
"Eastwood, on the other hand, Foundas says, ""sees only shades of gray""",testimony
This proved wrong skeptics who doubted the capacity of the Afghan security forces to defend their country,assumption
but,no-unit
"In truth, the FBI was often in league with local police departments in covering up racially motivated murder",assumption
thousands of lawyers are working around the clock to deal with the implementation of it,assumption
University could be combined with more modern ways of adjusting to adulthood,assumption
But the intelligence world involves subtle issues,assumption
"The question is, of course, did Popov bargain on all the publicity that his bank would be getting once word gets out that he has been funding an anti-EU and anti-immigration political part in France?",assumption
"although the ""junior associates"" programme was advertised on Internwise, the three-month programme cost more than? 1,600",assumption
Islamic civilisation is in Europe's DNA.,title
Of course,no-unit
"Almost six years after US President Barack Obama signed an executive order to shut down Guantanamo Bay, it is unfathomable that this international symbol for US human rights abuses remains open",assumption
"Another 3,496 tactical vehicles (Hummers, trucks, fuel tankers and engineering vehicles) will also be provided to the Iraqi army cost-free by the US military",anecdote
However,no-unit
Chaplain Lawhorn was ordered to appear in the colonel's office on Thanksgiving Day where he was personally handed the Letter of Concern,anecdote
"Last month, Russian Foreign Minister Sergey Lavrov charged the West with seeking regime change in Moscow",testimony
"""This is bat country,"" one of them mutters",testimony
"We said: 'Well, yes",testimony
"""If",no-unit
If,no-unit
--,no-unit
"While lying on her bed one night and watching TV, she sees a news report about a demonstration",anecdote
"""Who taught by the pen. Taught mankind that which he knew not""(96:4-5)",testimony
Two,no-unit
This is unacceptable,assumption
Volunteers carry the auto- tuned Nick Clegg apology for similar purposes,assumption
And,no-unit
Attacks on courts are not the only problem in the adjudication of terrorism cases,assumption
"that most every Muslim government condemning the attack on Charlie Hebdo routinely imprisons and tortures artists and activists for far less offensive expression, all with the support of the West",assumption
and,no-unit
"Adopting the slogan""We are the people"" of the weekly anti-communist demonstrations in 1989 which ultimately led to the overthrow of the German Democratic Republic, PEGIDA's appeal seems to have grown week after week",assumption
The Danish consulate in Beirut was sacked,anecdote
Russia has long encouraged Turkey's pursuit of an autonomous foreign policy and emancipation from NATO and the US,assumption
"The implications of the fall of the Soviet Union were not only economic in nature, but also resulted in a shift in US policy towards Latin America more broadly",assumption
"for which ""no security officials were convicted""",testimony
It took the Lebanese 40 years and external pressures to begin to think about getting their house in order,assumption
it is particularly nasty for these migratory birds,assumption
"Firstly, we started a lobbying campaign with those who opposed the law, mainly conservatives",anecdote
Lott is also a leading expert on guns and op-eds on that issue are done in conjunction with the Crime Prevention Research Center,other
Each caller will remain on hold for at least 10 minutes,anecdote
a handful of SlutWalks remain,assumption
How often do they visit schools in impoverished areas looking for the next Sonia Sotomayor?,assumption
Dr  White made his bold proclamation just hours before hundreds of Christians were expected to gather at the Georgia capitol to protest the firing of Atlanta Fire Chief Kelvin Cochran,anecdote
"Like the Tuskegee experiment, none of the human subjects were informed about the nature of the study",anecdote
"controlling and managing their sources of incomes or in some cases, completely eroding them",assumption
"Whoever the culprits are, they did not inflict major damage on the US",assumption
which has generated extensive literature,anecdote
Obama points for effect at someone sitting with the First Lady as her guest,anecdote
"Despite much effort to open up mollycoddled sectors since 2010, Greece is still one of Europe's most overregulated economies",assumption
"In later life, he gave back the Legion d'Honneur he was awarded for his war service after Charles de Gaulle described Jews in 1967 as ""elite, domineering and sure of themselves""",anecdote
now,no-unit
and,no-unit
The rest are predominantly Muslims - many of whom are migrants from Bangladesh- and Adivasis,statistics
"In 1986, at a meeting with representatives of the pan-Arab national command - the supreme ideological body of the Baath Party - Saddam Hussein offered a ceasefire, or even an alliance, between the party and the Muslim Brotherhood movement in Egypt and Sudan",anecdote
"Asked whether race relations had improved or soured during President Obama's time in office, 35 percent of respondents said they had gotten worse",statistics
Groups responsible for atrocities have capitalised on a legacy of atrocious governance towards disenfranchised populations,assumption
"But police are still 7.4 times more likely to be assaulted(=9,3001,257)",statistics
"To become the centre of gravity of the Middle East, Iran needs to amplify its role as both a protector and hegemon for its much weaker and unstable Arab neighbours",assumption
"Only a few weeks into its release, the film has been flattened into a symbol to serve the interests of an ideology that, arguably, runs counter to the ethos of the film itself",assumption
We know they need to make sure their own supporters do go out and vote,common-ground
sparked by intelligence reports that Islamic State supporters were planning to seize a random member of the public and behead them live on camera,anecdote
"In the opinion of the prime minister, and several other political parties, this measure, which would take power away from Pakistan's civilian judiciary, was necessary to win the fight against terror",assumption
as it should,assumption
"The latest directive from Iran's leader, Ali Khamenei is that officials ""should take away the weapon of sanctions from the enemy""",testimony
"... There are people who sleep in the city streets, in the gutter where the glitter doesn't show.""",testimony
Left,no-unit
In Catastrophe they seem ideally suited from the get-go,assumption
Max Factor's spokeswoman said they chose her because she epitomises their history,testimony
"Sporting try, Billy",no-unit
 it baffles me how anyone could look seriously at Elastic Heart and claim to see any sexual content whatsoever,assumption
"given the economic considerations of casting A-listers in lead roles, he would have been lambasted had he not cast any ethnically appropriate actors",assumption
Sexting,no-unit
he directed the Department of Justice not to prosecute those who tortured and those who authorized it,assumption
But,no-unit
"Was it by Celine or was it, as they say, model's own?",assumption
